Image_ID,Walkability,Preference,Imageability,Complexity,Enclosure,Transparency,Humanscale,Disorder
25,0.264705882352941,0.272727272727273,0.361111111111111,0.41025641025641,0.545454545454545,0.28125,0.333333333333333,0.529411764705882
26,0.4,0.368421052631579,0.28125,0.363636363636364,0.243243243243243,0.379310344827586,0.333333333333333,0.228571428571429
27,0.210526315789474,0.194444444444444,0.151515151515152,0.264705882352941,0.162162162162162,0.21875,0.470588235294118,0.454545454545455
28,0.5,0.457142857142857,0.46875,0.27027027027027,0.275,0.928571428571429,0.256410256410256,0.133333333333333
29,0.258064516129032,0.285714285714286,0.451612903225806,0.384615384615385,0.323529411764706,0.441176470588235,0.475,0.393939393939394
30,0.375,0.382352941176471,0.394736842105263,0.333333333333333,0.25,0.4,0.46875,0.371428571428571
31,0.4375,0.3,0.5,0.529411764705882,0.487179487179487,0.46875,0.285714285714286,0.384615384615385
32,0.233333333333333,0.297297297297297,0.114285714285714,0.289473684210526,0.135135135135135,0.705882352941177,0.263157894736842,0.393939393939394
33,0.257142857142857,0.166666666666667,0.277777777777778,0.235294117647059,0.210526315789474,0.482758620689655,0.41025641025641,0.727272727272727
34,0.138888888888889,0.352941176470588,0.162162162162162,0.027027027027027,0.216216216216216,0,0.264705882352941,0.388888888888889
35,0.323529411764706,0.40625,0.290322580645161,0.457142857142857,0.470588235294118,0.357142857142857,0.289473684210526,0.486486486486487
36,0.285714285714286,0.175,0.166666666666667,0.323529411764706,0.216216216216216,0.15625,0.6,0.529411764705882
37,0.0689655172413793,0.176470588235294,0.0555555555555556,0.0303030303030303,0.0285714285714286,0,0.428571428571429,0.354838709677419
38,0.172413793103448,0.114285714285714,0.193548387096774,0.181818181818182,0.0857142857142857,0.172413793103448,0.3125,0.228571428571429
39,0.117647058823529,0.125,0.228571428571429,0.125,0.135135135135135,0.264705882352941,0.290322580645161,0.617647058823529
40,0.342857142857143,0.485714285714286,0.314285714285714,0.235294117647059,0.485714285714286,0.5,0.382352941176471,0.121212121212121
41,0.40625,0.59375,0.454545454545455,0.631578947368421,0.405405405405405,0.8,0.314285714285714,0.392857142857143
42,0.114285714285714,0.210526315789474,0.0967741935483871,0.0789473684210526,0.361111111111111,0.259259259259259,0.212121212121212,0.242424242424242
43,0.166666666666667,0.166666666666667,0.242424242424242,0.166666666666667,0.277777777777778,0.0740740740740741,0.171428571428571,0.352941176470588
44,0.28125,0.333333333333333,0.1875,0.111111111111111,0.205882352941176,0.0333333333333333,0.342105263157895,0.189189189189189
45,0.147058823529412,0.179487179487179,0.0588235294117647,0.0769230769230769,0.135135135135135,0.161290322580645,0.285714285714286,0.513513513513513
46,0.277777777777778,0.272727272727273,0.138888888888889,0.285714285714286,0.333333333333333,0.0303030303030303,0.428571428571429,0.676470588235294
47,0.0689655172413793,0.289473684210526,0.111111111111111,0.108108108108108,0.289473684210526,0.236842105263158,0.4375,0.206896551724138
48,0.258064516129032,0.5,0.393939393939394,0.2,0.342857142857143,0.171428571428571,0.228571428571429,0.0571428571428571
49,0.25,0.235294117647059,0.138888888888889,0.125,0.0487804878048781,0.032258064516129,0.529411764705882,0.222222222222222
50,0.34375,0.325,0.314285714285714,0.441176470588235,0.307692307692308,0.0689655172413793,0.371428571428571,0.538461538461538
51,0.121212121212121,0.333333333333333,0.121212121212121,0.162162162162162,0.0512820512820513,0.580645161290323,0.411764705882353,0.162162162162162
52,0.517241379310345,0.625,0.583333333333333,0.567567567567568,0.195121951219512,0.428571428571429,0.333333333333333,0.447368421052632
53,0.225806451612903,0.228571428571429,0.258064516129032,0.263157894736842,0.4,0.310344827586207,0.315789473684211,0.611111111111111
54,0.3125,0.294117647058824,0.333333333333333,0.111111111111111,0.297297297297297,0.34375,0.333333333333333,0.314285714285714
55,0.393939393939394,0.333333333333333,0.428571428571429,0.552631578947368,0.435897435897436,0.848484848484849,0.181818181818182,0.365853658536585
56,0.142857142857143,0.09375,0.0833333333333333,0.15625,0.243243243243243,0.6875,0.228571428571429,0.483870967741935
57,0.228571428571429,0.277777777777778,0.333333333333333,0.261904761904762,0.230769230769231,0.25,0.515151515151515,0.297297297297297
58,0.0666666666666667,0.214285714285714,0.205882352941176,0.297297297297297,0.157894736842105,0.2,0.384615384615385,0.606060606060606
59,0.303030303030303,0.266666666666667,0.484848484848485,0.558823529411765,0.486486486486487,0.32258064516129,0.5,0.5
60,0.15625,0.205882352941176,0.15625,0.0277777777777778,0.108108108108108,0,0.222222222222222,0.228571428571429
61,0.194444444444444,0.194444444444444,0.114285714285714,0.387096774193548,0.297297297297297,0.25,0.277777777777778,0.5
62,0.129032258064516,0.323529411764706,0.419354838709677,0.282051282051282,0.540540540540541,0.193548387096774,0.34375,0.5625
63,0.176470588235294,0.41025641025641,0.333333333333333,0.257142857142857,0.314285714285714,0.323529411764706,0.333333333333333,0.466666666666667
64,0.09375,0.21875,0.09375,0.111111111111111,0.0857142857142857,0.03125,0.361111111111111,0.228571428571429
65,0.166666666666667,0.272727272727273,0.297297297297297,0.15,0.108108108108108,0.1,0.411764705882353,0.351351351351351
66,0.151515151515152,0.352941176470588,0.194444444444444,0.151515151515152,0.075,0.0294117647058824,0.241379310344828,0.421052631578947
67,0.181818181818182,0.317073170731707,0.294117647058824,0.529411764705882,0.414634146341463,0.151515151515152,0.459459459459459,0.631578947368421
68,0.269230769230769,0.242424242424242,0.342105263157895,0.297297297297297,0.365853658536585,0.3,0.394736842105263,0.108108108108108
69,0.125,0.138888888888889,0.235294117647059,0.0882352941176471,0.105263157894737,0.393939393939394,0.323529411764706,0.25
70,0.32258064516129,0.282051282051282,0.129032258064516,0.305555555555556,0.405405405405405,0.594594594594595,0.289473684210526,0.542857142857143
71,0.416666666666667,0.4,0.473684210526316,0.558823529411765,0.416666666666667,0.482758620689655,0.5,0.473684210526316
72,0.205882352941176,0.147058823529412,0.3,0.1,0.527777777777778,0.416666666666667,0.25,0.194444444444444
73,0.321428571428571,0.303030303030303,0.4,0.512820512820513,0.735294117647059,0.382352941176471,0.235294117647059,0.676470588235294
74,0.125,0.2,0.0571428571428571,0.179487179487179,0.108108108108108,0,0.142857142857143,0.540540540540541
75,0.0810810810810811,0.24390243902439,0.2,0.128205128205128,0.027027027027027,0.0303030303030303,0.277777777777778,0.428571428571429
76,0.2,0.242424242424242,0.0909090909090909,0.075,0.05,0.111111111111111,0.166666666666667,0.323529411764706
77,0.142857142857143,0.0833333333333333,0.181818181818182,0.205882352941176,0.27027027027027,0.4,0.212121212121212,0.28125
78,0.382352941176471,0.470588235294118,0.612903225806452,0.6875,0.414634146341463,0.470588235294118,0.5,0.583333333333333
79,0.266666666666667,0.242424242424242,0.222222222222222,0.272727272727273,0.235294117647059,0.379310344827586,0.294117647058824,0.542857142857143
80,0.131578947368421,0.15625,0.2,0.222222222222222,0.25,0.470588235294118,0.285714285714286,0.588235294117647
81,0.4,0.323529411764706,0.375,0.486486486486487,0.441176470588235,0.432432432432432,0.382352941176471,0.605263157894737
82,0.342857142857143,0.176470588235294,0.454545454545455,0.108108108108108,0.324324324324324,0.121212121212121,0.432432432432432,0.388888888888889
83,0.142857142857143,0.257142857142857,0.266666666666667,0.171428571428571,0.2,0.435897435897436,0.382352941176471,0.34375
84,0.212121212121212,0.352941176470588,0.233333333333333,0.170731707317073,0.297297297297297,0.473684210526316,0.342857142857143,0.470588235294118
85,0.133333333333333,0.142857142857143,0.0967741935483871,0.027027027027027,0.111111111111111,0.032258064516129,0.416666666666667,0.184210526315789
86,0.15625,0.117647058823529,0.0882352941176471,0.0731707317073171,0.0857142857142857,0.0588235294117647,0.333333333333333,0.194444444444444
87,0.225806451612903,0.314285714285714,0.314285714285714,0.375,0.342105263157895,0.483870967741935,0.4,0.675675675675676
88,0.28125,0.25,0.428571428571429,0.194444444444444,0.615384615384615,0.2,0.266666666666667,0.647058823529412
89,0.166666666666667,0.181818181818182,0.205882352941176,0.176470588235294,0.305555555555556,0.0526315789473684,0.263157894736842,0.41025641025641
90,0.1875,0.172413793103448,0.4,0.264705882352941,0.594594594594595,0.0555555555555556,0.166666666666667,0.470588235294118
91,0.272727272727273,0.193548387096774,0.368421052631579,0.235294117647059,0.45,0.03125,0.111111111111111,0.314285714285714
92,0.117647058823529,0.185185185185185,0.161290322580645,0.125,0.444444444444444,0.675675675675676,0.315789473684211,0.352941176470588
93,0.212121212121212,0.303030303030303,0.323529411764706,0.205882352941176,0.657142857142857,0.0645161290322581,0.289473684210526,0.473684210526316
94,0.194444444444444,0.235294117647059,0.405405405405405,0.352941176470588,0.805555555555556,0.0882352941176471,0.171428571428571,0.375
95,0.2,0.342857142857143,0.433333333333333,0.1875,0.558823529411765,0.181818181818182,0.166666666666667,0.2
96,0.0689655172413793,0.235294117647059,0.0645161290322581,0.242424242424242,0.157894736842105,0.2,0.441176470588235,0.205128205128205
97,0.272727272727273,0.257142857142857,0.424242424242424,0.236842105263158,0.527777777777778,0.310344827586207,0.157894736842105,0.342857142857143
98,0.15625,0.176470588235294,0.25,0.225,0.25,0.032258064516129,0.375,0.558823529411765
99,0.212121212121212,0.135135135135135,0.457142857142857,0.5,0.552631578947368,0.466666666666667,0.111111111111111,0.685714285714286
100,0.114285714285714,0.257142857142857,0.393939393939394,0.297297297297297,0.371428571428571,0.285714285714286,0.222222222222222,0.583333333333333
101,0.151515151515152,0.21875,0.375,0.242424242424242,0.405405405405405,0.032258064516129,0.21875,0.285714285714286
102,0.324324324324324,0.27027027027027,0.0588235294117647,0.28125,0.125,0.4,0.454545454545455,0.558823529411765
103,0.21875,0.157894736842105,0.138888888888889,0.157894736842105,0.0540540540540541,0.344827586206897,0.411764705882353,0.222222222222222
104,0.205882352941176,0.2,0.0526315789473684,0.0909090909090909,0.075,0.0555555555555556,0.432432432432432,0.125
105,0.0833333333333333,0.21875,0.125,0.0588235294117647,0.114285714285714,0,0.351351351351351,0.0588235294117647
106,0.117647058823529,0.170731707317073,0.363636363636364,0.216216216216216,0.114285714285714,0.0666666666666667,0.384615384615385,0.297297297297297
107,0.27027027027027,0.212121212121212,0.0571428571428571,0.125,0.0526315789473684,0,0.216216216216216,0.314285714285714
108,0.363636363636364,0.303030303030303,0.0555555555555556,0.0810810810810811,0.135135135135135,0.212121212121212,0.5,0.0857142857142857
109,0.354838709677419,0.263157894736842,0.0789473684210526,0.162162162162162,0.142857142857143,0.0857142857142857,0.542857142857143,0.46875
110,0.09375,0.0645161290322581,0.0526315789473684,0.0645161290322581,0.105263157894737,0.114285714285714,0.621621621621622,0.411764705882353
111,0.272727272727273,0.219512195121951,0.382352941176471,0.171428571428571,0.210526315789474,0.305555555555556,0.421052631578947,0.2
112,0.243243243243243,0.121951219512195,0.111111111111111,0.114285714285714,0.2,0.314285714285714,0.657142857142857,0.486486486486487
113,0.294117647058824,0.305555555555556,0.390243902439024,0.25,0.378378378378378,0.333333333333333,0.387096774193548,0.388888888888889
114,0.375,0.15625,0.470588235294118,0.432432432432432,0.538461538461538,0.53125,0.405405405405405,0.75
115,0.466666666666667,0.441176470588235,0.5,0.714285714285714,0.472222222222222,0.714285714285714,0.266666666666667,0.435897435897436
116,0.382352941176471,0.529411764705882,0.486486486486487,0.411764705882353,0.189189189189189,0.857142857142857,0.303030303030303,0.121212121212121
117,0.129032258064516,0.243243243243243,0.0263157894736842,0.05,0.0571428571428571,0.0303030303030303,0.230769230769231,0.27027027027027
118,0.181818181818182,0.25,0.25,0.0789473684210526,0.0256410256410256,0.121212121212121,0.243243243243243,0.2
119,0.1875,0.351351351351351,0.147058823529412,0.121212121212121,0.102564102564103,0.09375,0.447368421052632,0.194444444444444
120,0.189189189189189,0.228571428571429,0.176470588235294,0.166666666666667,0.166666666666667,0.342857142857143,0.421052631578947,0.34375
121,0.32258064516129,0.184210526315789,0.117647058823529,0.147058823529412,0.292682926829268,0.533333333333333,0.256410256410256,0.102564102564103
122,0.454545454545455,0.483870967741935,0.657142857142857,0.444444444444444,0.0833333333333333,0.212121212121212,0.40625,0.272727272727273
123,0.264705882352941,0.424242424242424,0.428571428571429,0.358974358974359,0.27027027027027,0.290322580645161,0.371428571428571,0.225806451612903
124,0.551724137931034,0.53125,0.547619047619048,0.58974358974359,0.457142857142857,0.333333333333333,0.108108108108108,0.0588235294117647
125,0.375,0.323529411764706,0.416666666666667,0.604651162790698,0.210526315789474,0.379310344827586,0.117647058823529,0.428571428571429
126,0.472222222222222,0.290322580645161,0.321428571428571,0.324324324324324,0.151515151515152,0.111111111111111,0.342857142857143,0.0606060606060606
127,0.612903225806452,0.605263157894737,0.606060606060606,0.638888888888889,0.684210526315789,0.46875,0.342857142857143,0.333333333333333
128,0.5625,0.454545454545455,0.645161290322581,0.717948717948718,0.594594594594595,0.67741935483871,0.314285714285714,0.428571428571429
129,0.441176470588235,0.166666666666667,0.548387096774194,0.351351351351351,0.470588235294118,0.0571428571428571,0.222222222222222,0.242424242424242
130,0.125,0.40625,0.633333333333333,0.375,0.736842105263158,0.25,0.108108108108108,0.219512195121951
131,0.4375,0.305555555555556,0.694444444444444,0.424242424242424,0.871794871794872,0.242424242424242,0.264705882352941,0.657894736842105
132,0.375,0.0857142857142857,0.472222222222222,0.257142857142857,0.694444444444444,0.125,0.111111111111111,0.394736842105263
133,0.617647058823529,0.59375,0.484848484848485,0.75,0.542857142857143,0.457142857142857,0.285714285714286,0.27027027027027
134,0.323529411764706,0.315789473684211,0.611111111111111,0.459459459459459,0.631578947368421,0.142857142857143,0.257142857142857,0.352941176470588
135,0.233333333333333,0.275,0.638888888888889,0.483870967741935,0.58974358974359,0.21875,0.147058823529412,0.3125
136,0.121212121212121,0.161290322580645,0.105263157894737,0.0769230769230769,0.111111111111111,0.0833333333333333,0.40625,0.257142857142857
137,0.172413793103448,0.333333333333333,0.205882352941176,0.024390243902439,0.0277777777777778,0.277777777777778,0.567567567567568,0.257142857142857
138,0.0857142857142857,0.105263157894737,0.142857142857143,0,0.0769230769230769,0.235294117647059,0.378378378378378,0.171428571428571
139,0.151515151515152,0.128205128205128,0.0512820512820513,0.228571428571429,0.216216216216216,0.0606060606060606,0.235294117647059,0.382352941176471
140,0.15625,0.214285714285714,0.161290322580645,0.151515151515152,0.0769230769230769,0,0.289473684210526,0.15625
141,0.2,0.212121212121212,0.189189189189189,0.166666666666667,0.1,0.166666666666667,0.555555555555556,0.266666666666667
142,0.147058823529412,0.166666666666667,0.151515151515152,0,0.0555555555555556,0.032258064516129,0.324324324324324,0.0571428571428571
143,0.166666666666667,0.129032258064516,0.0882352941176471,0,0.0769230769230769,0.0967741935483871,0.131578947368421,0.184210526315789
144,0.117647058823529,0.147058823529412,0.111111111111111,0.263157894736842,0.138888888888889,0.235294117647059,0.382352941176471,0.457142857142857
145,0.2,0.378378378378378,0.03125,0.075,0.135135135135135,0.375,0.4,0.363636363636364
146,0.21875,0.125,0.1,0.0833333333333333,0,0.03125,0.181818181818182,0.5
147,0.1875,0.171428571428571,0.108108108108108,0.2,0.153846153846154,0.131578947368421,0.256410256410256,0.34375
148,0.212121212121212,0.277777777777778,0.2,0.0882352941176471,0.025,0.0882352941176471,0.315789473684211,0.28125
149,0.212121212121212,0.027027027027027,0.138888888888889,0.193548387096774,0.0789473684210526,0.486486486486487,0.333333333333333,0.555555555555556
150,0.411764705882353,0.27027027027027,0.161290322580645,0.129032258064516,0.171428571428571,0.121212121212121,0.263157894736842,0.333333333333333
151,0.405405405405405,0.290322580645161,0.235294117647059,0.315789473684211,0.297297297297297,0.580645161290323,0.485714285714286,0.416666666666667
152,0.212121212121212,0.363636363636364,0.222222222222222,0.151515151515152,0.275,0.272727272727273,0.611111111111111,0.485714285714286
153,0.375,0.405405405405405,0.303030303030303,0.425,0.444444444444444,0.444444444444444,0.2,0.242424242424242
154,0.527777777777778,0.5,0.405405405405405,0.421052631578947,0.189189189189189,0.294117647058824,0.371428571428571,0.294117647058824
155,0.323529411764706,0.457142857142857,0.552631578947368,0.441176470588235,0.432432432432432,0.617647058823529,0.314285714285714,0.351351351351351
156,0.657142857142857,0.45,0.533333333333333,0.657142857142857,0.487179487179487,0.8125,0.5,0.21875
157,0.361111111111111,0.307692307692308,0.162162162162162,0.228571428571429,0.0526315789473684,0.294117647058824,0.388888888888889,0.27027027027027
158,0.382352941176471,0.342105263157895,0.285714285714286,0.3125,0.170731707317073,0.290322580645161,0.371428571428571,0.275862068965517
159,0.303030303030303,0.378378378378378,0.4,0.585365853658537,0.153846153846154,0.757575757575758,0.638888888888889,0.275862068965517
160,0.266666666666667,0.344827586206897,0.428571428571429,0.371428571428571,0.3,0.588235294117647,0.388888888888889,0.235294117647059
161,0.375,0.387096774193548,0.483870967741935,0.538461538461538,0.459459459459459,0.548387096774194,0.333333333333333,0.542857142857143
162,0.205882352941176,0.230769230769231,0.0857142857142857,0.205882352941176,0.1,0.193548387096774,0.285714285714286,0.235294117647059
163,0.314285714285714,0.314285714285714,0.285714285714286,0.358974358974359,0.230769230769231,0.297297297297297,0.303030303030303,0.303030303030303
164,0.558823529411765,0.5,0.361111111111111,0.611111111111111,0.486486486486487,0.8,0.470588235294118,0.594594594594595
165,0.344827586206897,0.25,0.3,0.432432432432432,0.216216216216216,0.121212121212121,0.333333333333333,0.571428571428571
166,0.371428571428571,0.371428571428571,0.114285714285714,0.257142857142857,0.166666666666667,0.0645161290322581,0.285714285714286,0.473684210526316
167,0.388888888888889,0.466666666666667,0.351351351351351,0.558823529411765,0.282051282051282,0.625,0.323529411764706,0.694444444444444
168,0.0625,0.310344827586207,0.027027027027027,0.1,0.135135135135135,0.285714285714286,0.4375,0.111111111111111
169,0.303030303030303,0.294117647058824,0.205882352941176,0.0606060606060606,0.102564102564103,0.275862068965517,0.432432432432432,0.333333333333333
170,0.114285714285714,0.263157894736842,0.135135135135135,0.205128205128205,0.0769230769230769,0.32258064516129,0.324324324324324,0.324324324324324
171,0.451612903225806,0.588235294117647,0.297297297297297,0.55,0.27027027027027,0.189189189189189,0.526315789473684,0.454545454545455
172,0.125,0.235294117647059,0.114285714285714,0.114285714285714,0.0769230769230769,0.0285714285714286,0.314285714285714,0.617647058823529
173,0.382352941176471,0.305555555555556,0.275862068965517,0.606060606060606,0.294117647058824,0.5625,0.648648648648649,0.470588235294118
174,0.117647058823529,0.285714285714286,0.193548387096774,0.194444444444444,0.108108108108108,0.285714285714286,0.388888888888889,0.696969696969697
175,0.172413793103448,0.184210526315789,0.27027027027027,0.538461538461538,0.368421052631579,0.333333333333333,0.475,0.805555555555556
176,0.242424242424242,0.317073170731707,0.121212121212121,0.225,0.114285714285714,0.222222222222222,0.444444444444444,0.166666666666667
177,0.121212121212121,0.189189189189189,0.193548387096774,0.25,0.205882352941176,0.294117647058824,0.428571428571429,0.454545454545455
178,0.0909090909090909,0.393939393939394,0.176470588235294,0.189189189189189,0.184210526315789,0.457142857142857,0.459459459459459,0.354838709677419
179,0.171428571428571,0.290322580645161,0.171428571428571,0.181818181818182,0.275,0.542857142857143,0.441176470588235,0.40625
180,0.235294117647059,0.228571428571429,0.371428571428571,0.432432432432432,0.195121951219512,0.285714285714286,0.384615384615385,0.647058823529412
181,0.171428571428571,0.268292682926829,0.147058823529412,0.40625,0.153846153846154,0.555555555555556,0.382352941176471,0.53125
182,0.321428571428571,0.257142857142857,0.272727272727273,0.342857142857143,0.315789473684211,0.388888888888889,0.277777777777778,0.363636363636364
183,0.5,0.486486486486487,0.545454545454545,0.351351351351351,0.27027027027027,0.882352941176471,0.529411764705882,0.361111111111111
184,0.466666666666667,0.378378378378378,0.486486486486487,0.696969696969697,0.538461538461538,0.633333333333333,0.457142857142857,0.5
185,0.352941176470588,0.314285714285714,0.171428571428571,0.323529411764706,0.210526315789474,0.571428571428571,0.358974358974359,0.685714285714286
186,0.0588235294117647,0.212121212121212,0.25,0.388888888888889,0.0810810810810811,0.1875,0.228571428571429,0.59375
187,0.181818181818182,0.162162162162162,0.166666666666667,0.4,0.256410256410256,0.4,0.40625,0.657142857142857
188,0.194444444444444,0.133333333333333,0.0294117647058824,0.0975609756097561,0.210526315789474,0.1,0.333333333333333,0.368421052631579
189,0.290322580645161,0.351351351351351,0.235294117647059,0.243243243243243,0.297297297297297,0.441176470588235,0.578947368421053,0.264705882352941
190,0.181818181818182,0.394736842105263,0.3,0.486486486486487,0.305555555555556,0.58974358974359,0.606060606060606,0.342857142857143
191,0.3,0.25,0.171428571428571,0.705882352941177,0.166666666666667,0.166666666666667,0.371428571428571,0.545454545454545
192,0.166666666666667,0.0571428571428571,0.235294117647059,0.133333333333333,0.162162162162162,0.0540540540540541,0.222222222222222,0.53125
193,0.181818181818182,0.266666666666667,0.027027027027027,0.212121212121212,0.142857142857143,0.147058823529412,0.342857142857143,0.411764705882353
194,0.228571428571429,0.315789473684211,0.382352941176471,0.527777777777778,0.342105263157895,0.575757575757576,0.216216216216216,0.21875
195,0.161290322580645,0.189189189189189,0.21875,0.210526315789474,0.0833333333333333,0.433333333333333,0.486486486486487,0.472222222222222
196,0.352941176470588,0.151515151515152,0.166666666666667,0.3,0.307692307692308,0.617647058823529,0.297297297297297,0.454545454545455
197,0.4,0.297297297297297,0.382352941176471,0.645161290322581,0.114285714285714,0.566666666666667,0.405405405405405,0.638888888888889
198,0.3125,0.179487179487179,0.166666666666667,0.210526315789474,0.0882352941176471,0.387096774193548,0.41025641025641,0.351351351351351
199,0.303030303030303,0.303030303030303,0.142857142857143,0.371428571428571,0.307692307692308,0.444444444444444,0.472222222222222,0.702702702702703
200,0.125,0.0540540540540541,0.0588235294117647,0.15,0.0588235294117647,0.2,0.15625,0.454545454545455
201,0.40625,0.378378378378378,0.161290322580645,0.34375,0.333333333333333,0.5625,0.428571428571429,0.735294117647059
202,0.264705882352941,0.205128205128205,0.181818181818182,0.216216216216216,0.138888888888889,0.303030303030303,0.257142857142857,0.473684210526316
203,0.333333333333333,0.225806451612903,0.117647058823529,0.0645161290322581,0.0731707317073171,0.242424242424242,0.162162162162162,0.1875
204,0.242424242424242,0.135135135135135,0.103448275862069,0.125,0.1,0.0714285714285714,0.394736842105263,0.285714285714286
205,0.15625,0.236842105263158,0.138888888888889,0.117647058823529,0.289473684210526,0.0588235294117647,0.305555555555556,0.342857142857143
206,0.266666666666667,0.444444444444444,0.393939393939394,0.388888888888889,0.325,0.275862068965517,0.441176470588235,0.294117647058824
207,0.352941176470588,0.416666666666667,0.294117647058824,0.457142857142857,0.179487179487179,0.424242424242424,0.5,0.34375
208,0.363636363636364,0.2,0.1875,0.166666666666667,0.277777777777778,0.363636363636364,0.388888888888889,0.2
209,0.714285714285714,0.542857142857143,0.575757575757576,0.558823529411765,0.189189189189189,0.25,0.307692307692308,0.0810810810810811
210,0.205882352941176,0.235294117647059,0.3125,0.368421052631579,0.72972972972973,0.285714285714286,0.275,0.606060606060606
211,0.470588235294118,0.454545454545455,0.666666666666667,0.722222222222222,0.435897435897436,0.542857142857143,0.342857142857143,0.514285714285714
212,0.366666666666667,0.53125,0.444444444444444,0.72972972972973,0.583333333333333,0.714285714285714,0.485714285714286,0.694444444444444
213,0.32258064516129,0.176470588235294,0.58974358974359,0.371428571428571,0.552631578947368,0.636363636363636,0.242424242424242,0.1
214,0.542857142857143,0.428571428571429,0.366666666666667,0.419354838709677,0.277777777777778,0.5,0.2,0.272727272727273
215,0.363636363636364,0.27027027027027,0.416666666666667,0.351351351351351,0.685714285714286,0.5,0.114285714285714,0.5
216,0.529411764705882,0.361111111111111,0.648648648648649,0.666666666666667,0.641025641025641,0.121212121212121,0.193548387096774,0.46875
217,0.676470588235294,0.470588235294118,0.571428571428571,0.705882352941177,0.8,0.733333333333333,0.25,0.257142857142857
218,0.483870967741935,0.6,0.743589743589744,0.787878787878788,0.743589743589744,0.67741935483871,0.166666666666667,0.40625
219,0.32258064516129,0.305555555555556,0.571428571428571,0.638888888888889,0.567567567567568,0.59375,0.285714285714286,0.583333333333333
220,0.571428571428571,0.529411764705882,0.722222222222222,0.744186046511628,0.722222222222222,0.741935483870968,0.205882352941176,0.393939393939394
221,0.53125,0.384615384615385,0.514285714285714,0.722222222222222,0.675675675675676,0.7,0.361111111111111,0.615384615384615
222,0.542857142857143,0.351351351351351,0.65625,0.575757575757576,0.857142857142857,0.71875,0.3125,0.542857142857143
223,0.685714285714286,0.625,0.567567567567568,0.722222222222222,0.657142857142857,0.448275862068966,0.411764705882353,0.342105263157895
224,0.466666666666667,0.428571428571429,0.558823529411765,0.727272727272727,0.684210526315789,0.393939393939394,0.147058823529412,0.789473684210526
225,0.321428571428571,0.425,0.567567567567568,0.6875,0.684210526315789,0.527777777777778,0.147058823529412,0.514285714285714
